,REF_DATE,GEO,DGUID,Offences,Age_of_accused,Sex_of_accused,Charge_and_case,Type_of_decision,VECTOR,COORDINATE,VALUE
13585,2004,Manitoba,2016A000246,Major assault,Other ages,Females,Single-charge cases,Percentage guilty,v61311725,8.10.4.3.3.4,1.0
13586,2004,Manitoba,2016A000246,Common assault,12 to 15 years,Males,Single-charge cases,Guilty,v60351926,8.11.2.2.3.3,12.0
13587,2004,Manitoba,2016A000246,Common assault,12 to 15 years,Males,Single-charge cases,Percentage guilty,v61311790,8.11.2.2.3.4,0.39
13588,2004,Manitoba,2016A000246,Common assault,12 to 15 years,Males,Single-charge cases,Acquitted,v60351928,8.11.2.2.3.5,3.0
13589,2004,Manitoba,2016A000246,Common assault,12 to 15 years,Males,Single-charge cases,Stayed or withdrawn,v60351930,8.11.2.2.3.6,16.0
13590,2004,Manitoba,2016A000246,Common assault,12 to 15 years,Males,Multiple-charge cases,Guilty,v60351938,8.11.2.2.4.3,10.0
13591,2004,Manitoba,2016A000246,Common assault,12 to 15 years,Males,Multiple-charge cases,Percentage guilty,v61311791,8.11.2.2.4.4,0.67
13592,2004,Manitoba,2016A000246,Common assault,12 to 15 years,Males,Multiple-charge cases,Stayed or withdrawn,v60351942,8.11.2.2.4.6,5.0
13593,2004,Manitoba,2016A000246,Common assault,12 to 15 years,Males,Related charges,Guilty,v60351950,8.11.2.2.5.3,58.0
13594,2004,Manitoba,2016A000246,Common assault,12 to 15 years,Males,Related charges,Percentage guilty,v61311792,8.11.2.2.5.4,0.56
13595,2004,Manitoba,2016A000246,Common assault,12 to 15 years,Males,Related charges,Acquitted,v60351952,8.11.2.2.5.5,1.0
13596,2004,Manitoba,2016A000246,Common assault,12 to 15 years,Males,Related charges,Stayed or withdrawn,v60351954,8.11.2.2.5.6,45.0
13597,2004,Manitoba,2016A000246,Common assault,12 to 15 years,Females,Single-charge cases,Guilty,v60351986,8.11.2.3.3.3,14.0
13598,2004,Manitoba,2016A000246,Common assault,12 to 15 years,Females,Single-charge cases,Percentage guilty,v61311795,8.11.2.3.3.4,0.45
13599,2004,Manitoba,2016A000246,Common assault,12 to 15 years,Females,Single-charge cases,Stayed or withdrawn,v60351990,8.11.2.3.3.6,17.0
13600,2004,Manitoba,2016A000246,Common assault,12 to 15 years,Females,Multiple-charge cases,Guilty,v60351998,8.11.2.3.4.3,12.0
13601,2004,Manitoba,2016A000246,Common assault,12 to 15 years,Females,Multiple-charge cases,Percentage guilty,v61311796,8.11.2.3.4.4,0.8
13602,2004,Manitoba,2016A000246,Common assault,12 to 15 years,Females,Multiple-charge cases,Stayed or withdrawn,v60352002,8.11.2.3.4.6,3.0
13603,2004,Manitoba,2016A000246,Common assault,12 to 15 years,Females,Related charges,Guilty,v60352010,8.11.2.3.5.3,29.0
13604,2004,Manitoba,2016A000246,Common assault,12 to 15 years,Females,Related charges,Percentage guilty,v61311797,8.11.2.3.5.4,0.46
13605,2004,Manitoba,2016A000246,Common assault,12 to 15 years,Females,Related charges,Stayed or withdrawn,v60352014,8.11.2.3.5.6,34.0
13606,2004,Manitoba,2016A000246,Common assault,12 to 15 years,Sex unknown,Single-charge cases,Stayed or withdrawn,v60352034,8.11.2.5.3.6,2.0
13607,2004,Manitoba,2016A000246,Common assault,16 and 17 years,Males,Single-charge cases,Guilty,v60352106,8.11.3.2.3.3,12.0
13608,2004,Manitoba,2016A000246,Common assault,16 and 17 years,Males,Single-charge cases,Percentage guilty,v61311810,8.11.3.2.3.4,0.41
13609,2004,Manitoba,2016A000246,Common assault,16 and 17 years,Males,Single-charge cases,Acquitted,v60352108,8.11.3.2.3.5,1.0
13610,2004,Manitoba,2016A000246,Common assault,16 and 17 years,Males,Single-charge cases,Stayed or withdrawn,v60352110,8.11.3.2.3.6,16.0
13611,2004,Manitoba,2016A000246,Common assault,16 and 17 years,Males,Multiple-charge cases,Guilty,v60352118,8.11.3.2.4.3,14.0
13612,2004,Manitoba,2016A000246,Common assault,16 and 17 years,Males,Multiple-charge cases,Percentage guilty,v61311811,8.11.3.2.4.4,0.88
13613,2004,Manitoba,2016A000246,Common assault,16 and 17 years,Males,Multiple-charge cases,Stayed or withdrawn,v60352122,8.11.3.2.4.6,2.0
13614,2004,Manitoba,2016A000246,Common assault,16 and 17 years,Males,Related charges,Guilty,v60352130,8.11.3.2.5.3,61.0
13615,2004,Manitoba,2016A000246,Common assault,16 and 17 years,Males,Related charges,Percentage guilty,v61311812,8.11.3.2.5.4,0.51
13616,2004,Manitoba,2016A000246,Common assault,16 and 17 years,Males,Related charges,Stayed or withdrawn,v60352134,8.11.3.2.5.6,58.0
13617,2004,Manitoba,2016A000246,Common assault,16 and 17 years,Females,Single-charge cases,Guilty,v60352166,8.11.3.3.3.3,11.0
13618,2004,Manitoba,2016A000246,Common assault,16 and 17 years,Females,Single-charge cases,Percentage guilty,v61311815,8.11.3.3.3.4,0.41
13619,2004,Manitoba,2016A000246,Common assault,16 and 17 years,Females,Single-charge cases,Stayed or withdrawn,v60352170,8.11.3.3.3.6,16.0
13620,2004,Manitoba,2016A000246,Common assault,16 and 17 years,Females,Multiple-charge cases,Guilty,v60352178,8.11.3.3.4.3,7.0
13621,2004,Manitoba,2016A000246,Common assault,16 and 17 years,Females,Multiple-charge cases,Percentage guilty,v61311816,8.11.3.3.4.4,0.78
13622,2004,Manitoba,2016A000246,Common assault,16 and 17 years,Females,Multiple-charge cases,Stayed or withdrawn,v60352182,8.11.3.3.4.6,2.0
13623,2004,Manitoba,2016A000246,Common assault,16 and 17 years,Females,Related charges,Guilty,v60352190,8.11.3.3.5.3,18.0
13624,2004,Manitoba,2016A000246,Common assault,16 and 17 years,Females,Related charges,Percentage guilty,v61311817,8.11.3.3.5.4,0.51
13625,2004,Manitoba,2016A000246,Common assault,16 and 17 years,Females,Related charges,Stayed or withdrawn,v60352194,8.11.3.3.5.6,17.0
13626,2004,Manitoba,2016A000246,Common assault,16 and 17 years,Sex unknown,Single-charge cases,Stayed or withdrawn,v60352214,8.11.3.5.3.6,1.0
13627,2004,Manitoba,2016A000246,Common assault,Other ages,Males,Single-charge cases,Stayed or withdrawn,v60352290,8.11.4.2.3.6,1.0
13628,2004,Manitoba,2016A000246,Common assault,Other ages,Males,Multiple-charge cases,Guilty,v60352298,8.11.4.2.4.3,1.0
13629,2004,Manitoba,2016A000246,Common assault,Other ages,Males,Multiple-charge cases,Percentage guilty,v61311831,8.11.4.2.4.4,1.0
13630,2004,Manitoba,2016A000246,Common assault,Other ages,Males,Related charges,Guilty,v60352310,8.11.4.2.5.3,4.0
13631,2004,Manitoba,2016A000246,Common assault,Other ages,Males,Related charges,Percentage guilty,v61311832,8.11.4.2.5.4,0.44
13632,2004,Manitoba,2016A000246,Common assault,Other ages,Males,Related charges,Stayed or withdrawn,v60352314,8.11.4.2.5.6,5.0
13633,2004,Manitoba,2016A000246,Common assault,Other ages,Females,Single-charge cases,Guilty,v60352346,8.11.4.3.3.3,1.0
13634,2004,Manitoba,2016A000246,Common assault,Other ages,Females,Single-charge cases,Percentage guilty,v61311835,8.11.4.3.3.4,0.5
13635,2004,Manitoba,2016A000246,Common assault,Other ages,Females,Single-charge cases,Stayed or withdrawn,v60352350,8.11.4.3.3.6,1.0
13636,2004,Manitoba,2016A000246,Common assault,Other ages,Females,Multiple-charge cases,Guilty,v60352358,8.11.4.3.4.3,1.0
13637,2004,Manitoba,2016A000246,Common assault,Other ages,Females,Multiple-charge cases,Percentage guilty,v61311836,8.11.4.3.4.4,1.0
13638,2004,Manitoba,2016A000246,Uttering threats,12 to 15 years,Males,Single-charge cases,Guilty,v60352946,8.12.2.2.3.3,1.0
13639,2004,Manitoba,2016A000246,Uttering threats,12 to 15 years,Males,Single-charge cases,Percentage guilty,v61311900,8.12.2.2.3.4,0.33
13640,2004,Manitoba,2016A000246,Uttering threats,12 to 15 years,Males,Single-charge cases,Stayed or withdrawn,v60352950,8.12.2.2.3.6,2.0
13641,2004,Manitoba,2016A000246,Uttering threats,12 to 15 years,Males,Multiple-charge cases,Guilty,v60352958,8.12.2.2.4.3,6.0
13642,2004,Manitoba,2016A000246,Uttering threats,12 to 15 years,Males,Multiple-charge cases,Percentage guilty,v61311901,8.12.2.2.4.4,0.67
13643,2004,Manitoba,2016A000246,Uttering threats,12 to 15 years,Males,Multiple-charge cases,Stayed or withdrawn,v60352962,8.12.2.2.4.6,3.0
13644,2004,Manitoba,2016A000246,Uttering threats,12 to 15 years,Males,Related charges,Guilty,v60352970,8.12.2.2.5.3,15.0
13645,2004,Manitoba,2016A000246,Uttering threats,12 to 15 years,Males,Related charges,Percentage guilty,v61311902,8.12.2.2.5.4,0.29
13646,2004,Manitoba,2016A000246,Uttering threats,12 to 15 years,Males,Related charges,Acquitted,v60352972,8.12.2.2.5.5,2.0
13647,2004,Manitoba,2016A000246,Uttering threats,12 to 15 years,Males,Related charges,Stayed or withdrawn,v60352974,8.12.2.2.5.6,35.0
13648,2004,Manitoba,2016A000246,Uttering threats,12 to 15 years,Females,Multiple-charge cases,Guilty,v60353018,8.12.2.3.4.3,9.0
13649,2004,Manitoba,2016A000246,Uttering threats,12 to 15 years,Females,Multiple-charge cases,Percentage guilty,v61311906,8.12.2.3.4.4,0.75
13650,2004,Manitoba,2016A000246,Uttering threats,12 to 15 years,Females,Multiple-charge cases,Stayed or withdrawn,v60353022,8.12.2.3.4.6,3.0
13651,2004,Manitoba,2016A000246,Uttering threats,12 to 15 years,Females,Related charges,Guilty,v60353030,8.12.2.3.5.3,1.0
13652,2004,Manitoba,2016A000246,Uttering threats,12 to 15 years,Females,Related charges,Percentage guilty,v61311907,8.12.2.3.5.4,0.06
13653,2004,Manitoba,2016A000246,Uttering threats,12 to 15 years,Females,Related charges,Stayed or withdrawn,v60353034,8.12.2.3.5.6,16.0
13654,2004,Manitoba,2016A000246,Uttering threats,16 and 17 years,Males,Single-charge cases,Guilty,v60353126,8.12.3.2.3.3,4.0
13655,2004,Manitoba,2016A000246,Uttering threats,16 and 17 years,Males,Single-charge cases,Percentage guilty,v61311920,8.12.3.2.3.4,0.31
13656,2004,Manitoba,2016A000246,Uttering threats,16 and 17 years,Males,Single-charge cases,Acquitted,v60353128,8.12.3.2.3.5,1.0
13657,2004,Manitoba,2016A000246,Uttering threats,16 and 17 years,Males,Single-charge cases,Stayed or withdrawn,v60353130,8.12.3.2.3.6,8.0
13658,2004,Manitoba,2016A000246,Uttering threats,16 and 17 years,Males,Multiple-charge cases,Guilty,v60353138,8.12.3.2.4.3,7.0
13659,2004,Manitoba,2016A000246,Uttering threats,16 and 17 years,Males,Multiple-charge cases,Percentage guilty,v61311921,8.12.3.2.4.4,0.47
13660,2004,Manitoba,2016A000246,Uttering threats,16 and 17 years,Males,Multiple-charge cases,Stayed or withdrawn,v60353142,8.12.3.2.4.6,8.0
13661,2004,Manitoba,2016A000246,Uttering threats,16 and 17 years,Males,Related charges,Guilty,v60353150,8.12.3.2.5.3,16.0
13662,2004,Manitoba,2016A000246,Uttering threats,16 and 17 years,Males,Related charges,Percentage guilty,v61311922,8.12.3.2.5.4,0.3
13663,2004,Manitoba,2016A000246,Uttering threats,16 and 17 years,Males,Related charges,Stayed or withdrawn,v60353154,8.12.3.2.5.6,38.0
13664,2004,Manitoba,2016A000246,Uttering threats,16 and 17 years,Females,Single-charge cases,Stayed or withdrawn,v60353190,8.12.3.3.3.6,2.0
13665,2004,Manitoba,2016A000246,Uttering threats,16 and 17 years,Females,Multiple-charge cases,Guilty,v60353198,8.12.3.3.4.3,7.0
13666,2004,Manitoba,2016A000246,Uttering threats,16 and 17 years,Females,Multiple-charge cases,Percentage guilty,v61311926,8.12.3.3.4.4,0.88
13667,2004,Manitoba,2016A000246,Uttering threats,16 and 17 years,Females,Multiple-charge cases,Stayed or withdrawn,v60353202,8.12.3.3.4.6,1.0
13668,2004,Manitoba,2016A000246,Uttering threats,16 and 17 years,Females,Related charges,Guilty,v60353210,8.12.3.3.5.3,1.0
13669,2004,Manitoba,2016A000246,Uttering threats,16 and 17 years,Females,Related charges,Percentage guilty,v61311927,8.12.3.3.5.4,0.05
13670,2004,Manitoba,2016A000246,Uttering threats,16 and 17 years,Females,Related charges,Stayed or withdrawn,v60353214,8.12.3.3.5.6,18.0
13671,2004,Manitoba,2016A000246,Uttering threats,Other ages,Males,Related charges,Stayed or withdrawn,v60353334,8.12.4.2.5.6,2.0
13672,2004,Manitoba,2016A000246,Uttering threats,Other ages,Females,Multiple-charge cases,Stayed or withdrawn,v60353382,8.12.4.3.4.6,1.0
13673,2004,Manitoba,2016A000246,Criminal harassment,12 to 15 years,Males,Related charges,Stayed or withdrawn,v60353994,8.13.2.2.5.6,1.0
13674,2004,Manitoba,2016A000246,Criminal harassment,16 and 17 years,Males,Multiple-charge cases,Guilty,v60354158,8.13.3.2.4.3,1.0
13675,2004,Manitoba,2016A000246,Criminal harassment,16 and 17 years,Males,Multiple-charge cases,Percentage guilty,v61312031,8.13.3.2.4.4,1.0
13676,2004,Manitoba,2016A000246,Criminal harassment,16 and 17 years,Males,Related charges,Stayed or withdrawn,v60354174,8.13.3.2.5.6,5.0
13677,2004,Manitoba,2016A000246,Other crimes against persons,12 to 15 years,Males,Single-charge cases,Stayed or withdrawn,v60354990,8.14.2.2.3.6,1.0
13678,2004,Manitoba,2016A000246,Other crimes against persons,12 to 15 years,Males,Multiple-charge cases,Guilty,v60354998,8.14.2.2.4.3,4.0
13679,2004,Manitoba,2016A000246,Other crimes against persons,12 to 15 years,Males,Multiple-charge cases,Percentage guilty,v61312121,8.14.2.2.4.4,0.57
13680,2004,Manitoba,2016A000246,Other crimes against persons,12 to 15 years,Males,Multiple-charge cases,Stayed or withdrawn,v60355002,8.14.2.2.4.6,2.0
13681,2004,Manitoba,2016A000246,Other crimes against persons,12 to 15 years,Males,Multiple-charge cases,Other decisions,v60355004,8.14.2.2.4.7,1.0
13682,2004,Manitoba,2016A000246,Other crimes against persons,12 to 15 years,Males,Related charges,Guilty,v60355010,8.14.2.2.5.3,1.0
13683,2004,Manitoba,2016A000246,Other crimes against persons,12 to 15 years,Males,Related charges,Percentage guilty,v61312122,8.14.2.2.5.4,0.25
13684,2004,Manitoba,2016A000246,Other crimes against persons,12 to 15 years,Males,Related charges,Stayed or withdrawn,v60355014,8.14.2.2.5.6,3.0
13685,2004,Manitoba,2016A000246,Other crimes against persons,12 to 15 years,Females,Related charges,Guilty,v60355070,8.14.2.3.5.3,1.0
13686,2004,Manitoba,2016A000246,Other crimes against persons,12 to 15 years,Females,Related charges,Percentage guilty,v61312127,8.14.2.3.5.4,0.5
13687,2004,Manitoba,2016A000246,Other crimes against persons,12 to 15 years,Females,Related charges,Stayed or withdrawn,v60355074,8.14.2.3.5.6,1.0
13688,2004,Manitoba,2016A000246,Other crimes against persons,16 and 17 years,Males,Multiple-charge cases,Guilty,v60355178,8.14.3.2.4.3,2.0
13689,2004,Manitoba,2016A000246,Other crimes against persons,16 and 17 years,Males,Multiple-charge cases,Percentage guilty,v61312141,8.14.3.2.4.4,0.5
13690,2004,Manitoba,2016A000246,Other crimes against persons,16 and 17 years,Males,Multiple-charge cases,Acquitted,v60355180,8.14.3.2.4.5,1.0
13691,2004,Manitoba,2016A000246,Other crimes against persons,16 and 17 years,Males,Multiple-charge cases,Stayed or withdrawn,v60355182,8.14.3.2.4.6,1.0
13692,2004,Manitoba,2016A000246,Other crimes against persons,16 and 17 years,Males,Related charges,Guilty,v60355190,8.14.3.2.5.3,1.0
13693,2004,Manitoba,2016A000246,Other crimes against persons,16 and 17 years,Males,Related charges,Percentage guilty,v61312142,8.14.3.2.5.4,0.17
13694,2004,Manitoba,2016A000246,Other crimes against persons,16 and 17 years,Males,Related charges,Stayed or withdrawn,v60355194,8.14.3.2.5.6,5.0
13695,2004,Manitoba,2016A000246,Other crimes against persons,16 and 17 years,Females,Related charges,Stayed or withdrawn,v60355254,8.14.3.3.5.6,1.0
13696,2004,Manitoba,2016A000246,Theft,12 to 15 years,Males,Single-charge cases,Guilty,v60357026,8.16.2.2.3.3,19.0
13697,2004,Manitoba,2016A000246,Theft,12 to 15 years,Males,Single-charge cases,Percentage guilty,v61312340,8.16.2.2.3.4,0.39
13698,2004,Manitoba,2016A000246,Theft,12 to 15 years,Males,Single-charge cases,Stayed or withdrawn,v60357030,8.16.2.2.3.6,30.0
13699,2004,Manitoba,2016A000246,Theft,12 to 15 years,Males,Multiple-charge cases,Guilty,v60357038,8.16.2.2.4.3,101.0
13700,2004,Manitoba,2016A000246,Theft,12 to 15 years,Males,Multiple-charge cases,Percentage guilty,v61312341,8.16.2.2.4.4,0.83
13701,2004,Manitoba,2016A000246,Theft,12 to 15 years,Males,Multiple-charge cases,Stayed or withdrawn,v60357042,8.16.2.2.4.6,20.0
13702,2004,Manitoba,2016A000246,Theft,12 to 15 years,Males,Related charges,Guilty,v60357050,8.16.2.2.5.3,290.0
13703,2004,Manitoba,2016A000246,Theft,12 to 15 years,Males,Related charges,Percentage guilty,v61312342,8.16.2.2.5.4,0.6
13704,2004,Manitoba,2016A000246,Theft,12 to 15 years,Males,Related charges,Acquitted,v60357052,8.16.2.2.5.5,4.0
13705,2004,Manitoba,2016A000246,Theft,12 to 15 years,Males,Related charges,Stayed or withdrawn,v60357054,8.16.2.2.5.6,190.0
13706,2004,Manitoba,2016A000246,Theft,12 to 15 years,Males,Related charges,Other decisions,v60357056,8.16.2.2.5.7,1.0
13707,2004,Manitoba,2016A000246,Theft,12 to 15 years,Females,Single-charge cases,Guilty,v60357086,8.16.2.3.3.3,10.0
13708,2004,Manitoba,2016A000246,Theft,12 to 15 years,Females,Single-charge cases,Percentage guilty,v61312345,8.16.2.3.3.4,0.42
13709,2004,Manitoba,2016A000246,Theft,12 to 15 years,Females,Single-charge cases,Stayed or withdrawn,v60357090,8.16.2.3.3.6,14.0
13710,2004,Manitoba,2016A000246,Theft,12 to 15 years,Females,Multiple-charge cases,Guilty,v60357098,8.16.2.3.4.3,34.0
13711,2004,Manitoba,2016A000246,Theft,12 to 15 years,Females,Multiple-charge cases,Percentage guilty,v61312346,8.16.2.3.4.4,0.89
13712,2004,Manitoba,2016A000246,Theft,12 to 15 years,Females,Multiple-charge cases,Stayed or withdrawn,v60357102,8.16.2.3.4.6,4.0
13713,2004,Manitoba,2016A000246,Theft,12 to 15 years,Females,Related charges,Guilty,v60357110,8.16.2.3.5.3,61.0
13714,2004,Manitoba,2016A000246,Theft,12 to 15 years,Females,Related charges,Percentage guilty,v61312347,8.16.2.3.5.4,0.56
13715,2004,Manitoba,2016A000246,Theft,12 to 15 years,Females,Related charges,Acquitted,v60357112,8.16.2.3.5.5,1.0
13716,2004,Manitoba,2016A000246,Theft,12 to 15 years,Females,Related charges,Stayed or withdrawn,v60357114,8.16.2.3.5.6,46.0
13717,2004,Manitoba,2016A000246,Theft,12 to 15 years,Sex unknown,Multiple-charge cases,Guilty,v60357138,8.16.2.5.4.3,1.0
13718,2004,Manitoba,2016A000246,Theft,12 to 15 years,Sex unknown,Multiple-charge cases,Percentage guilty,v61312351,8.16.2.5.4.4,0.5
13719,2004,Manitoba,2016A000246,Theft,12 to 15 years,Sex unknown,Multiple-charge cases,Stayed or withdrawn,v60357140,8.16.2.5.4.6,1.0
13720,2004,Manitoba,2016A000246,Theft,12 to 15 years,Sex unknown,Related charges,Guilty,v60357144,8.16.2.5.5.3,1.0
13721,2004,Manitoba,2016A000246,Theft,12 to 15 years,Sex unknown,Related charges,Percentage guilty,v61312352,8.16.2.5.5.4,0.25
13722,2004,Manitoba,2016A000246,Theft,12 to 15 years,Sex unknown,Related charges,Stayed or withdrawn,v60357146,8.16.2.5.5.6,3.0
13723,2004,Manitoba,2016A000246,Theft,16 and 17 years,Males,Single-charge cases,Guilty,v60357206,8.16.3.2.3.3,23.0
13724,2004,Manitoba,2016A000246,Theft,16 and 17 years,Males,Single-charge cases,Percentage guilty,v61312360,8.16.3.2.3.4,0.64
13725,2004,Manitoba,2016A000246,Theft,16 and 17 years,Males,Single-charge cases,Acquitted,v60357208,8.16.3.2.3.5,1.0
13726,2004,Manitoba,2016A000246,Theft,16 and 17 years,Males,Single-charge cases,Stayed or withdrawn,v60357210,8.16.3.2.3.6,12.0
13727,2004,Manitoba,2016A000246,Theft,16 and 17 years,Males,Multiple-charge cases,Guilty,v60357218,8.16.3.2.4.3,109.0
13728,2004,Manitoba,2016A000246,Theft,16 and 17 years,Males,Multiple-charge cases,Percentage guilty,v61312361,8.16.3.2.4.4,0.86
13729,2004,Manitoba,2016A000246,Theft,16 and 17 years,Males,Multiple-charge cases,Acquitted,v60357220,8.16.3.2.4.5,1.0
13730,2004,Manitoba,2016A000246,Theft,16 and 17 years,Males,Multiple-charge cases,Stayed or withdrawn,v60357222,8.16.3.2.4.6,17.0
13731,2004,Manitoba,2016A000246,Theft,16 and 17 years,Males,Related charges,Guilty,v60357230,8.16.3.2.5.3,181.0
13732,2004,Manitoba,2016A000246,Theft,16 and 17 years,Males,Related charges,Percentage guilty,v61312362,8.16.3.2.5.4,0.52
13733,2004,Manitoba,2016A000246,Theft,16 and 17 years,Males,Related charges,Acquitted,v60357232,8.16.3.2.5.5,2.0
13734,2004,Manitoba,2016A000246,Theft,16 and 17 years,Males,Related charges,Stayed or withdrawn,v60357234,8.16.3.2.5.6,164.0
13735,2004,Manitoba,2016A000246,Theft,16 and 17 years,Females,Single-charge cases,Guilty,v60357266,8.16.3.3.3.3,10.0
13736,2004,Manitoba,2016A000246,Theft,16 and 17 years,Females,Single-charge cases,Percentage guilty,v61312365,8.16.3.3.3.4,0.48
